time,UID,tmp_temp,keller_temp,pressure,mag_x,mag_y,mag_z,imu_x,imu_y,imu_z,tilt_x,tilt_y,tilt_z,tilt_pitch,tilt_roll,ec,wurst_voltage,logger_voltage,logger_pressure,logger_temp,channel_number
2024-11-13 20:46:09,cf240007,-0.046875,-144.8,-15.0,474,248,65503,-1002.44140625,105.224609375,5.615234375,-151,132,-978,-8.6,7.6000000000000005,1238,3467,3151,1146826319,-5.32040548324585,2
2024-11-13 20:34:26,cf240008,-0.015625,-144.8,-15.0,357,65492,65306,-991.69921875,-149.169921875,-30.517578125,-29,-85,-995,-1.6,-4.800000000000001,1448,3467,3145,1146827569,-5.329545974731445,2
2024-11-13 19:51:00,cf240002,-0.0703125,-140.65,9.72381591796875,212,85,52,-1002.685546875,-30.029296875,31.982421875,23,-21,-998,1.3,-1.1,813,3472,3117,1146822781,-5.903982162475586,2
2024-11-13 19:56:02,cf240004,-0.1171875,-146.25,15.02288818359375,116,214,65328,-1005.126953125,74.951171875,-24.658203125,-54,96,-993,-3.1,5.5,655,3465,3174,1146824271,-5.823635101318359,2
2024-11-13 19:45:59,cf240007,-0.046875,-140.8,-15.0,474,240,65498,-1007.080078125,107.91015625,4.150390625,-151,132,-978,-8.700000000000001,7.6000000000000005,1239,3472,3150,1146825779,-5.929150581359863,2
2024-11-13 19:34:17,cf240008,-0.015625,-147.2,-15.0,358,65491,65300,-989.74609375,-149.90234375,-33.69140625,-28,-85,-995,-1.6,-4.800000000000001,1447,3464,3129,1146825462,-6.097690582275391,2
2024-11-13 18:50:51,cf240002,-0.0703125,-144.65,9.71923828125,206,84,51,-1004.39453125,-26.611328125,34.423828125,23,-21,-998,1.3,-1.1,814,3467,3101,1146824643,-6.5994873046875,2
2024-11-13 18:55:53,cf240004,-0.1171875,-146.25,15.02288818359375,99,214,65318,-1006.103515625,69.82421875,-26.611328125,-55,96,-993,-3.1,5.5,657,3465,3113,1146823380,-6.553107738494873,2
2024-11-13 18:45:50,cf240007,-0.0546875,-151.2,-15.0,474,245,65498,-999.267578125,103.759765625,6.34765625,-152,132,-978,-8.700000000000001,7.6000000000000005,1237,3459,3108,1146826028,-6.680925369262695,2
2024-11-13 18:34:07,cf240008,-0.0078125,-144.8,-15.0,358,65494,65309,-996.826171875,-145.263671875,-31.982421875,-29,-85,-995,-1.6,-4.800000000000001,1447,3467,3110,1146826176,-6.790329456329346,2
2024-11-13 17:50:42,cf240002,-0.078125,-146.25,9.72015380859375,204,80,54,-1000.732421875,-25.634765625,37.109375,23,-21,-998,1.3,-1.1,813,3465,3111,1146832486,-7.061110973358154,2
